cell,cellid,ET_X,ET_Y,SubPopulat
c52915,52915,537800,2810600,C
c52916,52916,538200,2810600,C
c52917,52917,538600,2810600,C
c52918,52918,539000,2810600,C
c52919,52919,539400,2810600,C
c52920,52920,539800,2810600,C
c52921,52921,540200,2810600,C
c52922,52922,540600,2810600,C
c52923,52923,541000,2810600,C
c52924,52924,541400,2810600,C
c52925,52925,541800,2810600,C
c53014,53014,538200,2810200,C
c53015,53015,538600,2810200,C
c53016,53016,539000,2810200,C
c53017,53017,539400,2810200,C
c53018,53018,539800,2810200,C
c53019,53019,540200,2810200,C
c53020,53020,540600,2810200,C
c53021,53021,541000,2810200,C
c53022,53022,541400,2810200,C
c53023,53023,541800,2810200,C
c53114,53114,538600,2809800,C
c53115,53115,539000,2809800,C
c53116,53116,539400,2809800,C
c53117,53117,539800,2809800,C
c53118,53118,540200,2809800,C
c53119,53119,540600,2809800,C
c53120,53120,541000,2809800,C
c53121,53121,541400,2809800,C
c53186,53186,526200,2809400,B
c53218,53218,539000,2809400,C
c53219,53219,539400,2809400,C
c53220,53220,539800,2809400,C
c53221,53221,540200,2809400,C
c53222,53222,540600,2809400,C
c53223,53223,541000,2809400,C
c53224,53224,541400,2809400,C
c53287,53287,525400,2809000,B
c53288,53288,525800,2809000,B
c53289,53289,526200,2809000,B
c53290,53290,526600,2809000,B
c53291,53291,527000,2809000,B
c53320,53320,538600,2809000,C
c53321,53321,539000,2809000,C
c53322,53322,539400,2809000,C
c53323,53323,539800,2809000,C
c53324,53324,540200,2809000,C
c53325,53325,540600,2809000,C
c53326,53326,541000,2809000,C
c53390,53390,525400,2808600,B
c53391,53391,525800,2808600,B
c53392,53392,526200,2808600,B
c53393,53393,526600,2808600,B
c53394,53394,527000,2808600,B
c53423,53423,538600,2808600,C
c53424,53424,539000,2808600,C
c53425,53425,539400,2808600,C
c53426,53426,539800,2808600,C
c53427,53427,540200,2808600,C
c53428,53428,540600,2808600,C
c53429,53429,541000,2808600,C
c53430,53430,541400,2808600,C
c53476,53476,518600,2808200,B
c53477,53477,519000,2808200,B
c53478,53478,519400,2808200,B
c53479,53479,519800,2808200,B
c53480,53480,520200,2808200,B
c53481,53481,520600,2808200,B
c53482,53482,521000,2808200,B
c53483,53483,521400,2808200,B
c53484,53484,521800,2808200,B
c53493,53493,525400,2808200,B
c53494,53494,525800,2808200,B
c53495,53495,526200,2808200,B
c53496,53496,526600,2808200,B
c53497,53497,527000,2808200,B
c53498,53498,527400,2808200,B
c53499,53499,527800,2808200,B
c53500,53500,528200,2808200,B
c53501,53501,528600,2808200,B
c53527,53527,539000,2808200,C
c53528,53528,539400,2808200,C
c53529,53529,539800,2808200,C
c53530,53530,540200,2808200,C
c53531,53531,540600,2808200,C
c53532,53532,541000,2808200,C
c53533,53533,541400,2808200,C
c53578,53578,518200,2807800,B
c53579,53579,518600,2807800,B
c53580,53580,519000,2807800,B
c53581,53581,519400,2807800,B
c53582,53582,519800,2807800,B
c53583,53583,520200,2807800,B
c53584,53584,520600,2807800,B
c53585,53585,521000,2807800,B
c53586,53586,521400,2807800,B
c53587,53587,521800,2807800,B
c53588,53588,522200,2807800,B
c53595,53595,525000,2807800,B
c53596,53596,525400,2807800,B
c53597,53597,525800,2807800,B
c53598,53598,526200,2807800,B
c53599,53599,526600,2807800,B
c53600,53600,527000,2807800,B
c53601,53601,527400,2807800,B
c53602,53602,527800,2807800,B
c53603,53603,528200,2807800,B
c53604,53604,528600,2807800,B
c53605,53605,529000,2807800,B
c53631,53631,539400,2807800,C
c53632,53632,539800,2807800,C
c53633,53633,540200,2807800,C
c53634,53634,540600,2807800,C
c53635,53635,541000,2807800,C
c53680,53680,517800,2807400,B
c53681,53681,518200,2807400,B
c53682,53682,518600,2807400,B
c53683,53683,519000,2807400,B
c53684,53684,519400,2807400,B
c53685,53685,519800,2807400,B
c53686,53686,520200,2807400,B
c53687,53687,520600,2807400,B
c53688,53688,521000,2807400,B
c53689,53689,521400,2807400,B
c53690,53690,521800,2807400,B
c53691,53691,522200,2807400,B
c53698,53698,525000,2807400,B
c53699,53699,525400,2807400,B
c53700,53700,525800,2807400,B
c53701,53701,526200,2807400,B
c53702,53702,526600,2807400,B
c53703,53703,527000,2807400,B
c53704,53704,527400,2807400,B
c53705,53705,527800,2807400,B
c53706,53706,528200,2807400,B
c53707,53707,528600,2807400,B
c53708,53708,529000,2807400,B
c53736,53736,540200,2807400,C
c53783,53783,517400,2807000,B
c53784,53784,517800,2807000,B
c53785,53785,518200,2807000,B
c53786,53786,518600,2807000,B
c53787,53787,519000,2807000,B
c53788,53788,519400,2807000,B
c53789,53789,519800,2807000,B
c53790,53790,520200,2807000,B
c53791,53791,520600,2807000,B
c53792,53792,521000,2807000,B
c53793,53793,521400,2807000,B
c53794,53794,521800,2807000,B
c53795,53795,522200,2807000,B
c53796,53796,522600,2807000,B
c53801,53801,524600,2807000,B
c53802,53802,525000,2807000,B
c53803,53803,525400,2807000,B
c53804,53804,525800,2807000,B
c53805,53805,526200,2807000,B
c53806,53806,526600,2807000,B
c53807,53807,527000,2807000,B
c53808,53808,527400,2807000,B
c53809,53809,527800,2807000,B
c53810,53810,528200,2807000,B
c53811,53811,528600,2807000,B
c53812,53812,529000,2807000,B
c53887,53887,517000,2806600,B
c53888,53888,517400,2806600,B
c53889,53889,517800,2806600,B
c53890,53890,518200,2806600,B
c53891,53891,518600,2806600,B
c53892,53892,519000,2806600,B
c53893,53893,519400,2806600,B
c53894,53894,519800,2806600,B
c53895,53895,520200,2806600,B
c53896,53896,520600,2806600,B
c53897,53897,521000,2806600,B
c53898,53898,521400,2806600,B
c53899,53899,521800,2806600,B
c53900,53900,522200,2806600,B
c53901,53901,522600,2806600,B
c53902,53902,523000,2806600,B
c53905,53905,524200,2806600,B
c53906,53906,524600,2806600,B
c53907,53907,525000,2806600,B
c53908,53908,525400,2806600,B
c53909,53909,525800,2806600,B
c53910,53910,526200,2806600,B
c53911,53911,526600,2806600,B
c53912,53912,527000,2806600,B
c53913,53913,527400,2806600,B
c53914,53914,527800,2806600,B
c53915,53915,528200,2806600,B
c53916,53916,528600,2806600,B
c53917,53917,529000,2806600,B
c53918,53918,529400,2806600,B
c53993,53993,516600,2806200,B
c53994,53994,517000,2806200,B
c53995,53995,517400,2806200,B
c53996,53996,517800,2806200,B
c53997,53997,518200,2806200,B
c53998,53998,518600,2806200,B
c53999,53999,519000,2806200,B
c54000,54000,519400,2806200,B
c54001,54001,519800,2806200,B
c54002,54002,520200,2806200,B
c54003,54003,520600,2806200,B
c54004,54004,521000,2806200,B
c54005,54005,521400,2806200,B
c54006,54006,521800,2806200,B
c54007,54007,522200,2806200,B
c54008,54008,522600,2806200,B
c54009,54009,523000,2806200,B
c54010,54010,523400,2806200,B
c54011,54011,523800,2806200,B
c54012,54012,524200,2806200,B
c54013,54013,524600,2806200,B
c54014,54014,525000,2806200,B
c54015,54015,525400,2806200,B
c54016,54016,525800,2806200,B
c54017,54017,526200,2806200,B
c54018,54018,526600,2806200,B
c54019,54019,527000,2806200,B
c54020,54020,527400,2806200,B
c54021,54021,527800,2806200,B
c54022,54022,528200,2806200,B
c54023,54023,528600,2806200,B
c54024,54024,529000,2806200,B
c54025,54025,529400,2806200,B
c54026,54026,529800,2806200,B
c54100,54100,516600,2805800,B
c54101,54101,517000,2805800,B
c54102,54102,517400,2805800,B
c54103,54103,517800,2805800,B
c54104,54104,518200,2805800,B
c54105,54105,518600,2805800,B
c54106,54106,519000,2805800,B
c54107,54107,519400,2805800,B
c54108,54108,519800,2805800,B
c54109,54109,520200,2805800,B
c54110,54110,520600,2805800,B
c54111,54111,521000,2805800,B
c54112,54112,521400,2805800,B
c54113,54113,521800,2805800,B
c54114,54114,522200,2805800,B
c54115,54115,522600,2805800,B
c54116,54116,523000,2805800,B
c54117,54117,523400,2805800,B
c54118,54118,523800,2805800,B
c54119,54119,524200,2805800,B
c54120,54120,524600,2805800,B
c54121,54121,525000,2805800,B
c54122,54122,525400,2805800,B
c54123,54123,525800,2805800,B
c54124,54124,526200,2805800,B
c54125,54125,526600,2805800,B
c54126,54126,527000,2805800,B
c54127,54127,527400,2805800,B
c54128,54128,527800,2805800,B
c54129,54129,528200,2805800,B
c54130,54130,528600,2805800,B
c54131,54131,529000,2805800,B
c54132,54132,529400,2805800,B
c54133,54133,529800,2805800,B
c54134,54134,530200,2805800,B
c54135,54135,530600,2805800,B
c54136,54136,531000,2805800,B
c54137,54137,531400,2805800,B
c54138,54138,531800,2805800,B
c54139,54139,532200,2805800,B
c54170,54170,544600,2805800,D
c54171,54171,545000,2805800,D
c54172,54172,545400,2805800,D
c54173,54173,545800,2805800,D
c54174,54174,546200,2805800,D
c54175,54175,546600,2805800,D
c54176,54176,547000,2805800,D
c54208,54208,516600,2805400,B
c54209,54209,517000,2805400,B
c54210,54210,517400,2805400,B
c54211,54211,517800,2805400,B
c54212,54212,518200,2805400,B
c54213,54213,518600,2805400,B
c54214,54214,519000,2805400,B
c54215,54215,519400,2805400,B
c54216,54216,519800,2805400,B
c54217,54217,520200,2805400,B
c54218,54218,520600,2805400,B
c54219,54219,521000,2805400,B
c54220,54220,521400,2805400,B
c54221,54221,521800,2805400,B
c54222,54222,522200,2805400,B
c54223,54223,522600,2805400,B
c54224,54224,523000,2805400,B
c54225,54225,523400,2805400,B
c54226,54226,523800,2805400,B
c54227,54227,524200,2805400,B
c54228,54228,524600,2805400,B
c54229,54229,525000,2805400,B
c54230,54230,525400,2805400,B
c54231,54231,525800,2805400,B
c54232,54232,526200,2805400,B
c54233,54233,526600,2805400,B
c54234,54234,527000,2805400,B
c54235,54235,527400,2805400,B
c54236,54236,527800,2805400,B
c54237,54237,528200,2805400,B
c54238,54238,528600,2805400,B
c54239,54239,529000,2805400,B
c54240,54240,529400,2805400,B
c54241,54241,529800,2805400,B
c54242,54242,530200,2805400,B
c54243,54243,530600,2805400,B
c54244,54244,531000,2805400,B
c54245,54245,531400,2805400,B
c54246,54246,531800,2805400,B
c54247,54247,532200,2805400,B
c54248,54248,532600,2805400,B
c54278,54278,544600,2805400,D
c54279,54279,545000,2805400,D
c54280,54280,545400,2805400,D
c54281,54281,545800,2805400,D
c54282,54282,546200,2805400,D
c54283,54283,546600,2805400,D
c54284,54284,547000,2805400,D
c54285,54285,547400,2805400,D
c54317,54317,516600,2805000,B
c54318,54318,517000,2805000,B
c54319,54319,517400,2805000,B
c54320,54320,517800,2805000,B
c54321,54321,518200,2805000,B
c54322,54322,518600,2805000,B
c54323,54323,519000,2805000,B
c54324,54324,519400,2805000,B
c54325,54325,519800,2805000,B
c54326,54326,520200,2805000,B
c54327,54327,520600,2805000,B
c54328,54328,521000,2805000,B
c54329,54329,521400,2805000,B
c54330,54330,521800,2805000,B
c54331,54331,522200,2805000,B
c54332,54332,522600,2805000,B
c54333,54333,523000,2805000,B
c54334,54334,523400,2805000,B
c54335,54335,523800,2805000,B
c54336,54336,524200,2805000,B
c54337,54337,524600,2805000,B
c54338,54338,525000,2805000,B
c54339,54339,525400,2805000,B
c54340,54340,525800,2805000,B
c54341,54341,526200,2805000,B
c54342,54342,526600,2805000,B
c54343,54343,527000,2805000,B
c54344,54344,527400,2805000,B
c54345,54345,527800,2805000,B
c54346,54346,528200,2805000,B
c54347,54347,528600,2805000,B
c54348,54348,529000,2805000,B
c54349,54349,529400,2805000,B
c54350,54350,529800,2805000,B
c54351,54351,530200,2805000,B
c54352,54352,530600,2805000,B
c54353,54353,531000,2805000,B
c54354,54354,531400,2805000,B
c54355,54355,531800,2805000,B
c54356,54356,532200,2805000,B
c54357,54357,532600,2805000,B
c54387,54387,544600,2805000,D
c54388,54388,545000,2805000,D
c54389,54389,545400,2805000,D
c54390,54390,545800,2805000,D
c54391,54391,546200,2805000,D
c54392,54392,546600,2805000,D
c54393,54393,547000,2805000,D
c54394,54394,547400,2805000,D
c54395,54395,547800,2805000,D
c54426,54426,516600,2804600,B
c54427,54427,517000,2804600,B
c54428,54428,517400,2804600,B
c54429,54429,517800,2804600,B
c54430,54430,518200,2804600,B
c54431,54431,518600,2804600,B
c54432,54432,519000,2804600,B
c54433,54433,519400,2804600,B
c54434,54434,519800,2804600,B
c54435,54435,520200,2804600,B
c54436,54436,520600,2804600,B
c54437,54437,521000,2804600,B
c54438,54438,521400,2804600,B
c54439,54439,521800,2804600,B
c54440,54440,522200,2804600,B
c54441,54441,522600,2804600,B
c54442,54442,523000,2804600,B
c54443,54443,523400,2804600,B
c54444,54444,523800,2804600,B
c54445,54445,524200,2804600,B
c54446,54446,524600,2804600,B
c54447,54447,525000,2804600,B
c54448,54448,525400,2804600,B
c54449,54449,525800,2804600,B
c54450,54450,526200,2804600,B
c54451,54451,526600,2804600,B
c54452,54452,527000,2804600,B
c54453,54453,527400,2804600,B
c54454,54454,527800,2804600,B
c54455,54455,528200,2804600,B
c54456,54456,528600,2804600,B
c54457,54457,529000,2804600,B
c54458,54458,529400,2804600,B
c54459,54459,529800,2804600,B
c54460,54460,530200,2804600,B
c54461,54461,530600,2804600,B
c54462,54462,531000,2804600,B
c54463,54463,531400,2804600,B
c54464,54464,531800,2804600,B
c54465,54465,532200,2804600,B
c54496,54496,544600,2804600,D
c54497,54497,545000,2804600,D
c54498,54498,545400,2804600,D
c54499,54499,545800,2804600,D
c54500,54500,546200,2804600,D
c54501,54501,546600,2804600,D
c54502,54502,547000,2804600,D
c54503,54503,547400,2804600,D
c54504,54504,547800,2804600,D
c54534,54534,516600,2804200,B
c54535,54535,517000,2804200,B
c54536,54536,517400,2804200,B
c54537,54537,517800,2804200,B
c54538,54538,518200,2804200,B
c54539,54539,518600,2804200,B
c54540,54540,519000,2804200,B
c54541,54541,519400,2804200,B
c54542,54542,519800,2804200,B
c54543,54543,520200,2804200,B
c54544,54544,520600,2804200,B
c54545,54545,521000,2804200,B
c54546,54546,521400,2804200,B
c54547,54547,521800,2804200,B
c54548,54548,522200,2804200,B
c54549,54549,522600,2804200,B
c54550,54550,523000,2804200,B
c54551,54551,523400,2804200,B
c54552,54552,523800,2804200,B
c54553,54553,524200,2804200,B
c54554,54554,524600,2804200,B
c54555,54555,525000,2804200,B
c54556,54556,525400,2804200,B
c54557,54557,525800,2804200,B
c54558,54558,526200,2804200,B
c54559,54559,526600,2804200,B
c54560,54560,527000,2804200,B
c54561,54561,527400,2804200,B
c54562,54562,527800,2804200,B
c54563,54563,528200,2804200,B
c54564,54564,528600,2804200,B
c54565,54565,529000,2804200,B
c54566,54566,529400,2804200,B
c54567,54567,529800,2804200,B
c54568,54568,530200,2804200,B
c54569,54569,530600,2804200,B
c54570,54570,531000,2804200,B
c54571,54571,531400,2804200,B
c54572,54572,531800,2804200,B
c54601,54601,543400,2804200,D
c54602,54602,543800,2804200,D
c54603,54603,544200,2804200,D
c54604,54604,544600,2804200,D
c54605,54605,545000,2804200,D
c54606,54606,545400,2804200,D
c54607,54607,545800,2804200,D
c54608,54608,546200,2804200,D
c54609,54609,546600,2804200,D
c54610,54610,547000,2804200,D
c54611,54611,547400,2804200,D
c54612,54612,547800,2804200,D
c54642,54642,516600,2803800,B
c54643,54643,517000,2803800,B
c54644,54644,517400,2803800,B
c54645,54645,517800,2803800,B
c54646,54646,518200,2803800,B
c54647,54647,518600,2803800,B
c54648,54648,519000,2803800,B
c54649,54649,519400,2803800,B
c54650,54650,519800,2803800,B
c54651,54651,520200,2803800,B
c54652,54652,520600,2803800,B
c54653,54653,521000,2803800,B
c54654,54654,521400,2803800,B
c54655,54655,521800,2803800,B
c54656,54656,522200,2803800,B
c54657,54657,522600,2803800,B
c54658,54658,523000,2803800,B
c54659,54659,523400,2803800,B
c54660,54660,523800,2803800,B
c54661,54661,524200,2803800,B
c54662,54662,524600,2803800,B
c54663,54663,525000,2803800,B
c54664,54664,525400,2803800,B
c54665,54665,525800,2803800,B
c54666,54666,526200,2803800,B
c54667,54667,526600,2803800,B
c54668,54668,527000,2803800,B
c54669,54669,527400,2803800,B
c54670,54670,527800,2803800,B
c54671,54671,528200,2803800,B
c54672,54672,528600,2803800,B
c54673,54673,529000,2803800,B
c54674,54674,529400,2803800,B
c54675,54675,529800,2803800,B
c54676,54676,530200,2803800,B
c54677,54677,530600,2803800,B
c54678,54678,531000,2803800,B
c54679,54679,531400,2803800,B
c54707,54707,542600,2803800,D
c54708,54708,543000,2803800,D
c54709,54709,543400,2803800,D
c54710,54710,543800,2803800,D
c54711,54711,544200,2803800,D
c54712,54712,544600,2803800,D
c54713,54713,545000,2803800,D
c54714,54714,545400,2803800,D
c54715,54715,545800,2803800,D
c54716,54716,546200,2803800,D
c54717,54717,546600,2803800,D
c54718,54718,547000,2803800,D
c54719,54719,547400,2803800,D
c54720,54720,547800,2803800,D
c54750,54750,516600,2803400,B
c54751,54751,517000,2803400,B
c54752,54752,517400,2803400,B
c54753,54753,517800,2803400,B
c54754,54754,518200,2803400,B
c54755,54755,518600,2803400,B
c54756,54756,519000,2803400,B
c54757,54757,519400,2803400,B
c54758,54758,519800,2803400,B
c54759,54759,520200,2803400,B
c54760,54760,520600,2803400,B
c54761,54761,521000,2803400,B
c54762,54762,521400,2803400,B
c54763,54763,521800,2803400,B
c54764,54764,522200,2803400,B
c54765,54765,522600,2803400,B
c54766,54766,523000,2803400,B
c54767,54767,523400,2803400,B
c54768,54768,523800,2803400,B
c54769,54769,524200,2803400,B
c54770,54770,524600,2803400,B
c54771,54771,525000,2803400,B
c54772,54772,525400,2803400,B
c54773,54773,525800,2803400,B
c54774,54774,526200,2803400,B
c54775,54775,526600,2803400,B
c54776,54776,527000,2803400,B
c54777,54777,527400,2803400,B
c54778,54778,527800,2803400,B
c54779,54779,528200,2803400,B
c54780,54780,528600,2803400,B
c54781,54781,529000,2803400,B
c54782,54782,529400,2803400,B
c54814,54814,542200,2803400,D
c54815,54815,542600,2803400,D
c54816,54816,543000,2803400,D
c54817,54817,543400,2803400,D
c54818,54818,543800,2803400,D
c54819,54819,544200,2803400,D
c54820,54820,544600,2803400,D
c54821,54821,545000,2803400,D
c54822,54822,545400,2803400,D
c54823,54823,545800,2803400,D
c54824,54824,546200,2803400,D
c54825,54825,546600,2803400,D
c54826,54826,547000,2803400,D
c54827,54827,547400,2803400,D
c54828,54828,547800,2803400,D
c54857,54857,516600,2803000,B
c54858,54858,517000,2803000,B
c54859,54859,517400,2803000,B
c54860,54860,517800,2803000,B
c54861,54861,518200,2803000,B
c54862,54862,518600,2803000,B
c54863,54863,519000,2803000,B
c54864,54864,519400,2803000,B
c54865,54865,519800,2803000,B
c54866,54866,520200,2803000,B
c54867,54867,520600,2803000,B
c54868,54868,521000,2803000,B
c54869,54869,521400,2803000,B
c54870,54870,521800,2803000,B
c54871,54871,522200,2803000,B
c54872,54872,522600,2803000,B
c54873,54873,523000,2803000,B
c54874,54874,523400,2803000,B
c54875,54875,523800,2803000,B
c54876,54876,524200,2803000,B
c54877,54877,524600,2803000,B
c54878,54878,525000,2803000,B
c54879,54879,525400,2803000,B
c54880,54880,525800,2803000,B
c54881,54881,526200,2803000,B
c54882,54882,526600,2803000,B
c54883,54883,527000,2803000,B
c54884,54884,527400,2803000,B
c54885,54885,527800,2803000,B
c54886,54886,528200,2803000,B
c54887,54887,528600,2803000,B
c54888,54888,529000,2803000,B
c54889,54889,529400,2803000,B
c54919,54919,541400,2803000,D
c54920,54920,541800,2803000,D
c54921,54921,542200,2803000,D
c54922,54922,542600,2803000,D
c54923,54923,543000,2803000,D
c54924,54924,543400,2803000,D
c54925,54925,543800,2803000,D
c54926,54926,544200,2803000,D
c54927,54927,544600,2803000,D
c54928,54928,545000,2803000,D
c54929,54929,545400,2803000,D
c54930,54930,545800,2803000,D
c54931,54931,546200,2803000,D
c54932,54932,546600,2803000,D
c54933,54933,547000,2803000,D
c54934,54934,547400,2803000,D
c54935,54935,547800,2803000,D
c54963,54963,516600,2802600,B
c54964,54964,517000,2802600,B
c54965,54965,517400,2802600,B
c54966,54966,517800,2802600,B
c54967,54967,518200,2802600,B
c54968,54968,518600,2802600,B
c54969,54969,519000,2802600,B
c54970,54970,519400,2802600,B
c54971,54971,519800,2802600,B
c54972,54972,520200,2802600,B
c54973,54973,520600,2802600,B
c54974,54974,521000,2802600,B
c54975,54975,521400,2802600,B
c54976,54976,521800,2802600,B
c54977,54977,522200,2802600,B
c54978,54978,522600,2802600,B
c54979,54979,523000,2802600,B
c54980,54980,523400,2802600,B
c54981,54981,523800,2802600,B
c54982,54982,524200,2802600,B
c54983,54983,524600,2802600,B
c54984,54984,525000,2802600,B
c54985,54985,525400,2802600,B
c54986,54986,525800,2802600,B
c54987,54987,526200,2802600,B
c54988,54988,526600,2802600,B
c54989,54989,527000,2802600,B
c54990,54990,527400,2802600,B
c54991,54991,527800,2802600,B
c54992,54992,528200,2802600,B
c54993,54993,528600,2802600,B
c54994,54994,529000,2802600,B
c54995,54995,529400,2802600,B
c55025,55025,541400,2802600,D
c55026,55026,541800,2802600,D
c55027,55027,542200,2802600,D
c55028,55028,542600,2802600,D
c55029,55029,543000,2802600,D
c55030,55030,543400,2802600,D
c55031,55031,543800,2802600,D
c55032,55032,544200,2802600,D
c55033,55033,544600,2802600,D
c55034,55034,545000,2802600,D
c55035,55035,545400,2802600,D
c55036,55036,545800,2802600,D
c55037,55037,546200,2802600,D
c55038,55038,546600,2802600,D
c55039,55039,547000,2802600,D
c55040,55040,547400,2802600,D
c55041,55041,547800,2802600,D
c55065,55065,516600,2802200,B
c55066,55066,517000,2802200,B
c55067,55067,517400,2802200,B
c55068,55068,517800,2802200,B
c55069,55069,518200,2802200,B
c55070,55070,518600,2802200,B
c55071,55071,519000,2802200,B
c55072,55072,519400,2802200,B
c55073,55073,519800,2802200,B
c55074,55074,520200,2802200,B
c55075,55075,520600,2802200,B
c55076,55076,521000,2802200,B
c55077,55077,521400,2802200,B
c55078,55078,521800,2802200,B
c55079,55079,522200,2802200,B
c55080,55080,522600,2802200,B
c55081,55081,523000,2802200,B
c55082,55082,523400,2802200,B
c55083,55083,523800,2802200,B
c55084,55084,524200,2802200,B
c55085,55085,524600,2802200,B
c55086,55086,525000,2802200,B
c55087,55087,525400,2802200,B
c55088,55088,525800,2802200,B
c55089,55089,526200,2802200,B
c55090,55090,526600,2802200,B
c55091,55091,527000,2802200,B
c55092,55092,527400,2802200,B
c55093,55093,527800,2802200,B
c55094,55094,528200,2802200,B
c55095,55095,528600,2802200,B
c55096,55096,529000,2802200,B
c55097,55097,529400,2802200,B
c55098,55098,529800,2802200,B
c55127,55127,541400,2802200,D
c55128,55128,541800,2802200,D
c55129,55129,542200,2802200,D
c55130,55130,542600,2802200,D
c55131,55131,543000,2802200,D
c55132,55132,543400,2802200,D
c55133,55133,543800,2802200,D
c55134,55134,544200,2802200,D
c55135,55135,544600,2802200,D
c55136,55136,545000,2802200,D
c55137,55137,545400,2802200,D
c55138,55138,545800,2802200,D
c55139,55139,546200,2802200,D
c55140,55140,546600,2802200,D
c55141,55141,547000,2802200,D
c55142,55142,547400,2802200,D
c55143,55143,547800,2802200,D
c55144,55144,517400,2801800,B
c55145,55145,517800,2801800,B
c55146,55146,518200,2801800,B
c55147,55147,518600,2801800,B
c55148,55148,519000,2801800,B
c55149,55149,519400,2801800,B
c55150,55150,519800,2801800,B
c55151,55151,520200,2801800,B
c55152,55152,520600,2801800,B
c55153,55153,521000,2801800,B
c55154,55154,521400,2801800,B
c55155,55155,521800,2801800,B
c55156,55156,522200,2801800,B
c55157,55157,522600,2801800,B
c55158,55158,523000,2801800,B
c55159,55159,523400,2801800,B
c55160,55160,523800,2801800,B
c55161,55161,524200,2801800,B
c55162,55162,524600,2801800,B
c55163,55163,525000,2801800,B
c55164,55164,525400,2801800,B
c55165,55165,525800,2801800,B
c55166,55166,526200,2801800,B
c55167,55167,526600,2801800,B
c55168,55168,527000,2801800,B
c55169,55169,527400,2801800,B
c55170,55170,527800,2801800,B
c55171,55171,528200,2801800,B
c55172,55172,528600,2801800,B
c55173,55173,529000,2801800,B
c55174,55174,529400,2801800,B
c55175,55175,529800,2801800,B
c55176,55176,530200,2801800,B
c55177,55177,530600,2801800,B
c55178,55178,531000,2801800,B
c55179,55179,531400,2801800,B
c55180,55180,531800,2801800,B
c55181,55181,532200,2801800,B
c55204,55204,541400,2801800,D
c55205,55205,541800,2801800,D
c55206,55206,542200,2801800,D
c55207,55207,542600,2801800,D
c55208,55208,543000,2801800,D
c55209,55209,543400,2801800,D
c55210,55210,543800,2801800,D
c55211,55211,544200,2801800,D
c55212,55212,544600,2801800,D
c55213,55213,545000,2801800,D
c55214,55214,545400,2801800,D
c55215,55215,545800,2801800,D
c55216,55216,546200,2801800,D
c55217,55217,546600,2801800,D
c55218,55218,547000,2801800,D
c55219,55219,547400,2801800,D
c55220,55220,547800,2801800,D
c55221,55221,517400,2801400,B
c55222,55222,517800,2801400,B
c55223,55223,518200,2801400,B
c55224,55224,518600,2801400,B
c55225,55225,519000,2801400,B
c55226,55226,519400,2801400,B
c55227,55227,519800,2801400,B
c55228,55228,520200,2801400,B
c55229,55229,520600,2801400,B
c55230,55230,521000,2801400,B
c55231,55231,521400,2801400,B
c55232,55232,521800,2801400,B
c55233,55233,522200,2801400,B
c55234,55234,522600,2801400,B
c55235,55235,523000,2801400,B
c55236,55236,523400,2801400,B
c55237,55237,523800,2801400,B
c55238,55238,524200,2801400,B
c55239,55239,524600,2801400,B
c55240,55240,525000,2801400,B
c55241,55241,525400,2801400,B
c55242,55242,525800,2801400,B
c55243,55243,526200,2801400,B
c55244,55244,526600,2801400,B
c55245,55245,527000,2801400,B
c55246,55246,527400,2801400,B
c55247,55247,527800,2801400,B
c55248,55248,528200,2801400,B
c55249,55249,528600,2801400,B
c55250,55250,529000,2801400,B
c55251,55251,529400,2801400,B
c55252,55252,529800,2801400,B
c55253,55253,530200,2801400,B
c55254,55254,530600,2801400,B
c55255,55255,531000,2801400,B
c55256,55256,531400,2801400,B
c55257,55257,531800,2801400,B
c55258,55258,532200,2801400,B
c55281,55281,541400,2801400,D
c55282,55282,541800,2801400,D
c55283,55283,542200,2801400,D
c55284,55284,542600,2801400,D
c55285,55285,543000,2801400,D
c55286,55286,543400,2801400,D
c55287,55287,543800,2801400,D
c55288,55288,544200,2801400,D
c55289,55289,544600,2801400,D
c55290,55290,545000,2801400,D
c55291,55291,545400,2801400,D
c55292,55292,545800,2801400,D
c55293,55293,546200,2801400,D
c55294,55294,546600,2801400,D
c55295,55295,547000,2801400,D
c55296,55296,547400,2801400,D
c55297,55297,547800,2801400,D
c55298,55298,517400,2801000,B
c55299,55299,517800,2801000,B
c55300,55300,518200,2801000,B
c55301,55301,518600,2801000,B
c55302,55302,519000,2801000,B
c55303,55303,519400,2801000,B
c55304,55304,519800,2801000,B
c55305,55305,520200,2801000,B
c55306,55306,520600,2801000,B
c55307,55307,521000,2801000,B
c55308,55308,521400,2801000,B
c55309,55309,521800,2801000,B
c55310,55310,522200,2801000,B
c55311,55311,522600,2801000,B
c55312,55312,523000,2801000,B
c55313,55313,523400,2801000,B
c55314,55314,523800,2801000,B
c55315,55315,524200,2801000,B
c55316,55316,524600,2801000,B
c55317,55317,525000,2801000,B
c55318,55318,525400,2801000,B
c55319,55319,525800,2801000,B
c55320,55320,526200,2801000,B
c55321,55321,526600,2801000,B
c55322,55322,527000,2801000,B
c55323,55323,527400,2801000,B
c55324,55324,527800,2801000,B
c55325,55325,528200,2801000,B
c55326,55326,528600,2801000,B
c55327,55327,529000,2801000,B
c55328,55328,529400,2801000,B
c55329,55329,529800,2801000,B
c55330,55330,530200,2801000,B
c55331,55331,530600,2801000,B
c55332,55332,531000,2801000,B
c55333,55333,531400,2801000,B
c55334,55334,531800,2801000,B
c55335,55335,532200,2801000,B
